initial_age,weight,family_kind,race,marital_status,accumulated_capital,annual_contribution,income,new_accumulated_capital
49,496,1,1,1,131212.15648467236,0.14,2.6464969926423865e+41,131212.15648467236
58,863,1,1,1,82738.01505777179,0.06,4.154644052695958e+41,82738.01505777179
50,875,1,1,1,45435.694164391534,0.31,2.036581235407146e+41,45435.694164391534
50,852,1,1,1,30107.79741344417,0.26,4.117168744506444e+41,30107.79741344417
54,852,3,1,3,-169653.21847084747,0.01,4.0950386463020624e+40,-169653.21847084747
46,344,3,1,3,148060.00735646454,0.12,3.81570031785255e+41,148060.00735646454
42,414,2,1,3,113412.88880212774,0.01,1.19836576523025e+42,113412.88880212774
56,704,1,1,1,-81219.92851350746,0.34,1.2482005822397818e+41,-81219.92851350746
52,724,1,1,1,202608.5067660464,0.11,4.281839177562502e+41,202608.5067660464
41,442,1,1,1,9465.552630193532,0.1,3.610816543741071e+41,9465.552630193532
42,869,2,1,3,450262.1024159276,0.03,5.568864361100324e+40,450262.1024159276
53,724,1,1,1,-142262.07575494613,0.27,3.455335687383019e+41,-142262.07575494613
60,704,2,1,5,-169025.21494380193,0.27,7.423670720992059e+40,-169025.21494380193
52,386,3,1,2,-197772.3196616034,0.26,1.9343386067856624e+41,-197772.3196616034
52,875,3,1,3,-196231.772795688,0.32,4.961189519935334e+41,-196231.772795688
56,496,1,1,1,82964.23361159876,0.16,2.0024041263630202e+41,82964.23361159876
49,459,3,1,3,92702.24630995824,0.06,7.287288921183146e+41,92702.24630995824
45,369,1,3,1,-456.159481031988,0.07,9.907341961564168e+41,-456.159481031988
52,852,3,1,4,-69165.939609035,0.16,4.099220417787461e+41,-69165.939609035
53,852,2,1,4,-72959.51885555276,0.05,7.2301313145406e+41,-72959.51885555276
63,706,3,1,5,-5681.5469767369095,0.33,3.3265416794878926e+41,-5681.5469767369095
62,704,1,1,1,83249.6964669576,0.23,6.66524944025372e+40,83249.6964669576
63,706,3,1,3,-78120.21601525998,0.16,7.5172501305626905e+40,-78120.21601525998
62,412,3,3,3,-227666.68225258484,0.3,5.308221587510536e+40,-227666.68225258484
50,875,1,1,1,-258168.23705833784,0.01,3.0468514362952317e+41,-258168.23705833784
48,459,1,1,1,-146409.03042268884,0.01,7.012168691589321e+41,-146409.03042268884
50,349,2,3,3,237469.7982361028,0.16,2.529383565715363e+40,237469.7982361028
45,466,1,3,1,-58333.69774529425,0.04,5.814597536465095e+41,-58333.69774529425
38,470,3,3,5,86088.57726330582,0.27,1.530864976638651e+42,86088.57726330582
36,428,1,3,1,111859.07874427168,0.02,1.9959756023995367e+42,111859.07874427168
38,452,1,1,1,23130.57783582873,0.27,2.8187181797647317e+42,23130.57783582873
60,924,3,1,2,-231525.35701274767,0.26,2.580528368293395e+41,-231525.35701274767
62,924,3,1,3,77788.92236701415,0.13,1.773307652141104e+41,77788.92236701415
35,680,2,1,5,84523.2029374195,0.29,7.269570926526157e+41,84523.2029374195
43,878,3,1,3,25614.099889071163,0.02,9.12069840273288e+40,25614.099889071163
60,863,1,1,1,-66782.66094748212,0.02,5.434694398474842e+41,-66782.66094748212
55,893,2,1,1,40468.88357839133,0.32,3.631293353278031e+41,40468.88357839133
59,375,1,3,1,12502.892592964015,0.11,4.167321548556531e+41,12502.892592964015
54,476,1,3,1,-36501.3264053204,0.05,3.000641696548943e+41,-36501.3264053204
36,769,1,3,1,64361.56648147827,0.05,3.205770951500604e+42,64361.56648147827
43,464,2,3,3,1688.8082371904386,0.19,4.2470173399025885e+41,1688.8082371904386
63,435,1,3,1,-40407.23558089471,0.31,2.443286528097561e+41,-40407.23558089471
53,386,1,3,1,-206657.9335091111,0.32,4.782589279302456e+41,-206657.9335091111
54,659,1,1,1,501040.6874631122,0.2,3.4113440272632518e+41,501040.6874631122
49,619,1,1,1,-144712.69445192773,0.28,2.5775322499641013e+41,-144712.69445192773
45,531,2,4,3,-83550.3734036839,0.02,1.3157330882641759e+41,-83550.3734036839
37,615,2,4,5,67773.6357728608,0.02,1.46390729660253e+42,67773.6357728608
35,476,2,4,5,-59211.40924260125,0.09,5.375608270143848e+41,-59211.40924260125
37,652,1,4,1,-135560.0205729902,0.31,2.0987360937976372e+41,-135560.0205729902
45,472,1,4,1,-107735.20033608149,0.26,3.744877987121746e+41,-107735.20033608149
50,478,2,4,1,51802.94070569797,0.16,2.802431248719175e+41,51802.94070569797
52,652,1,4,1,-186522.9249245677,0.27,2.749717443450325e+41,-186522.9249245677
52,389,2,1,3,-227618.8130994255,0.31,3.6427084278849145e+40,-227618.8130994255
45,721,1,1,1,88008.23988691044,0.33,1.526183698998332e+42,88008.23988691044
63,1468,1,1,1,-163149.31778861114,0.34,3.2757278701631648e+41,-163149.31778861114
46,584,1,3,1,66641.40153447095,0.2,2.293726110375929e+41,66641.40153447095
59,1371,1,1,1,105707.62266074852,0.06,4.625562014441538e+41,105707.62266074852
53,1290,2,1,5,-217895.20190725185,0.04,2.987614794161931e+41,-217895.20190725185
55,1303,1,1,1,6459.886835867103,0.2,3.133413448570995e+41,6459.886835867103
44,773,1,1,1,61751.2679240855,0.13,3.470182118958137e+41,61751.2679240855
40,1454,1,1,1,43846.65561357143,0.12,3.524994586338361e+41,43846.65561357143
52,788,1,1,1,47277.747408463554,0.05,4.787326706270682e+41,47277.747408463554
47,1316,3,1,3,44790.8776194765,0.33,1.2221340218856775e+41,44790.8776194765
52,1362,1,1,1,-204319.1288854788,0.06,1.5775104768707063e+41,-204319.1288854788
56,1362,3,1,3,-138153.77688238164,0.22,5.993318092946235e+40,-138153.77688238164
51,1517,2,1,3,70497.70234412413,0.19,4.147072067596626e+41,70497.70234412413
57,1388,1,1,1,63027.235358995385,0.04,4.2532542745537395e+41,63027.235358995385
51,1455,1,1,1,118528.51060474497,0.24,9.66638155451702e+40,118528.51060474497
53,1388,3,1,4,82002.46671404994,0.07,3.378860581228614e+41,82002.46671404994
61,799,1,1,1,193853.26905673227,0.32,4.213270894955982e+41,193853.26905673227
40,710,1,1,1,259955.20175510625,0.17,8.850900910673438e+40,259955.20175510625
43,820,3,1,3,-21809.610010596563,0.16,4.288690869309268e+41,-21809.610010596563
56,820,1,1,1,133487.97700642046,0.26,4.250626251683079e+41,133487.97700642046
62,1712,3,1,3,-154341.53176757734,0.07,2.5940313598157025e+41,-154341.53176757734
53,1702,2,1,5,-39856.54198166581,0.04,7.810033895303462e+41,-39856.54198166581
36,1546,2,1,5,134199.87448024008,0.07,9.626691509897819e+41,134199.87448024008
45,784,2,1,3,20215.43740101421,0.02,1.3083101426613364e+42,20215.43740101421
55,1362,1,1,1,47874.83749737096,0.1,6.161450893514372e+41,47874.83749737096
48,1316,1,1,1,-32951.8415374459,0.2,3.1899614706759364e+41,-32951.8415374459
58,1362,1,1,1,58103.20722847145,0.34,8.704416473025012e+40,58103.20722847145
53,1388,1,1,1,17922.996603240485,0.26,2.222316561222053e+41,17922.996603240485
40,747,2,1,3,-127321.45447204068,0.12,2.027295190916092e+41,-127321.45447204068
59,1413,3,1,2,-258538.18834711632,0.17,4.969138007319437e+41,-258538.18834711632
62,1162,2,1,2,3428.0072572263225,0.22,6.482200201980748e+40,3428.0072572263225
55,1413,1,1,1,-83974.08441113213,0.11,2.536055178230311e+41,-83974.08441113213
38,752,1,1,1,-69635.81737976168,0.13,4.109384627792207e+41,-69635.81737976168
51,1391,3,1,3,-14028.975096513796,0.07,9.471727172710077e+41,-14028.975096513796
59,1371,3,1,3,-192281.0364242892,0.29,3.4602758498145486e+41,-192281.0364242892
59,1371,3,1,5,-315689.71461803745,0.11,2.0141032106843412e+41,-315689.71461803745
45,1455,2,1,3,109108.2918690662,0.13,5.3494285666743944e+41,109108.2918690662
46,1455,3,1,3,140152.83397556172,0.24,1.955638930917949e+42,140152.83397556172
59,844,2,3,5,100463.705822816,0.34,3.779738322337334e+41,100463.705822816
61,620,1,1,1,2771.277385536117,0.02,4.584126954901557e+41,2771.277385536117
47,843,1,1,1,-123646.2836616392,0.07,1.2721242306092351e+41,-123646.2836616392
37,774,3,1,5,33787.031488474895,0.35,9.684429812430912e+40,33787.031488474895
48,865,1,1,1,46457.76207838826,0.31,4.3163887327301825e+41,46457.76207838826
37,752,1,1,1,-11460.452819495547,0.33,5.465009833083364e+41,-11460.452819495547
54,1303,3,1,3,-51134.67482636496,0.03,1.0691117029931967e+42,-51134.67482636496
35,694,1,1,1,-9007.915288549846,0.23,1.3320297122273472e+42,-9007.915288549846
62,1192,2,1,5,38934.820466542034,0.34,1.8227924305516833e+41,38934.820466542034
60,1312,3,1,5,-71919.5619901783,0.28,8.606219813103624e+40,-71919.5619901783
57,1413,3,1,3,58195.631900548986,0.08,1.386195732985725e+41,58195.631900548986
56,1371,1,1,1,107852.46143544409,0.12,6.377512068594083e+40,107852.46143544409
41,1610,2,1,3,223649.0421633905,0.34,8.726880731118283e+40,223649.0421633905
42,773,1,1,1,-145854.74332577677,0.25,1.1148186921789377e+42,-145854.74332577677
58,792,1,1,1,117838.20644859762,0.12,4.202757254864097e+41,117838.20644859762
42,784,1,1,1,154164.82165648046,0.29,6.2013569804021755e+41,154164.82165648046
39,786,1,1,1,46695.49562698261,0.28,1.6640131785712785e+41,46695.49562698261
36,936,2,1,3,-115671.71863977776,0.3,1.2703800901216339e+42,-115671.71863977776
47,721,1,1,1,-236248.9732732366,0.3,4.844536454033095e+41,-236248.9732732366
59,1413,1,1,1,-368383.0512547168,0.32,7.342610850657058e+41,-368383.0512547168
55,1455,1,1,1,100016.51796824484,0.02,3.591809355793576e+41,100016.51796824484
51,1455,1,1,1,69364.66681965826,0.1,2.1415891612802147e+41,69364.66681965826
58,740,1,1,1,16978.074083192503,0.19,4.266783025225292e+41,16978.074083192503
63,1547,1,1,1,274399.33168192324,0.05,2.4260748126273163e+41,274399.33168192324
58,1680,2,1,5,46527.03858695927,0.16,3.399486537884795e+41,46527.03858695927
40,718,1,1,1,36045.1132312231,0.25,3.663643065252595e+41,36045.1132312231
55,1672,1,1,1,-277694.02822402044,0.25,3.017786722025078e+41,-277694.02822402044
55,731,3,1,2,-6415.023534701083,0.02,1.4359881133581524e+41,-6415.023534701083
38,659,3,1,3,3484.362831013509,0.15,1.2001941110989994e+41,3484.362831013509
44,621,1,1,1,245505.02349555492,0.23,2.3556300979316025e+41,245505.02349555492
42,1400,2,1,5,3866.12046121573,0.28,5.0195843321034155e+39,3866.12046121573
58,954,1,1,1,-295677.50771931134,0.25,3.286199503536412e+41,-295677.50771931134
43,692,1,1,1,30778.98782791197,0.31,2.0316881275314936e+41,30778.98782791197
35,655,3,1,5,151895.9343204346,0.31,7.212150164169484e+41,151895.9343204346
59,877,1,1,1,164556.02230567744,0.27,5.844103115328607e+41,164556.02230567744
58,1291,2,1,3,16147.284859758787,0.12,2.666742699654483e+41,16147.284859758787
55,1430,3,1,5,137273.67038680657,0.12,5.71044474399009e+41,137273.67038680657
44,762,2,1,3,-9816.302640873915,0.34,7.090557721147501e+41,-9816.302640873915
36,762,3,1,4,-2139.8985554256064,0.07,2.3824105635798343e+41,-2139.8985554256064
43,956,2,1,3,196301.0956932506,0.26,1.0427906019813182e+42,196301.0956932506
50,1405,1,1,1,83713.00541488075,0.04,3.334178622769822e+41,83713.00541488075
55,1693,1,1,1,208897.4600824752,0.03,1.7419094676616356e+41,208897.4600824752
52,1408,1,1,1,49640.59016717693,0.17,2.2459607929620083e+41,49640.59016717693
48,1496,1,1,1,120145.8862576022,0.28,8.927883139700802e+41,120145.8862576022
62,1390,3,1,3,83042.4985505245,0.14,8.974013665021087e+40,83042.4985505245
62,1329,3,1,4,-157194.82452925408,0.06,3.4021599099163475e+41,-157194.82452925408
43,618,3,3,4,78012.57418227437,0.25,2.2720656423951515e+42,78012.57418227437
47,787,1,3,1,-27014.6816646735,0.02,5.7726497381876854e+41,-27014.6816646735
37,834,1,4,1,1189.2740538252324,0.26,2.5326635282258667e+42,1189.2740538252324
46,905,1,3,1,-116371.25155573922,0.25,6.276223492267768e+41,-116371.25155573922
45,732,1,3,1,-194440.0224464536,0.04,3.064542693296038e+41,-194440.0224464536
41,843,1,1,1,-27519.18800023156,0.22,7.04736741260463e+41,-27519.18800023156
44,947,1,1,1,-121670.31581580444,0.16,6.607286984524874e+41,-121670.31581580444
48,706,1,1,1,21895.2888296208,0.14,3.076423269278553e+41,21895.2888296208
61,573,1,3,1,-179146.14122600967,0.01,3.846439379661532e+41,-179146.14122600967
45,935,1,4,1,69496.61716964027,0.14,4.473889923481801e+41,69496.61716964027
59,1680,3,1,3,-321914.1746602065,0.07,3.3728567671025532e+41,-321914.1746602065
58,1680,1,1,1,84166.4852552928,0.27,1.0605184288030186e+41,84166.4852552928
58,1720,1,1,1,297128.2544057478,0.24,4.792892403021697e+41,297128.2544057478
59,1690,1,1,1,80098.08138190204,0.09,4.276886755064632e+41,80098.08138190204
56,1680,1,1,1,342687.0540753579,0.11,2.7416811305142477e+40,342687.0540753579
46,725,1,1,1,354649.9088161313,0.32,1.715565541626687e+41,354649.9088161313
60,1720,3,1,3,-149995.42881332964,0.01,2.378345310259637e+41,-149995.42881332964
39,1254,3,1,5,200652.21431359745,0.19,6.0692234779320656e+41,200652.21431359745
49,758,3,3,3,-25237.96134020327,0.15,3.722702899388705e+41,-25237.96134020327
49,1494,3,1,3,32816.42994428427,0.26,5.415492043409739e+41,32816.42994428427
58,670,1,3,1,-84279.49486268536,0.29,1.9993339712894973e+41,-84279.49486268536
39,632,3,3,4,110284.2073638084,0.19,7.833739429958805e+41,110284.2073638084
58,828,1,4,1,93662.20993453747,0.15,3.4702300875663303e+40,93662.20993453747
39,1562,2,1,5,154488.46623785797,0.16,1.0110276613663475e+42,154488.46623785797
48,792,1,1,1,86446.31517422959,0.23,2.86745128471932e+42,86446.31517422959
41,1457,3,1,5,53128.03837543348,0.31,5.025298691577652e+41,53128.03837543348
48,557,3,2,5,177704.0694063795,0.33,6.564510267802027e+41,177704.0694063795
41,1379,2,3,5,43788.24720637636,0.31,3.982373076540586e+41,43788.24720637636
58,1289,2,1,3,83867.21154722065,0.33,3.820806107452111e+41,83867.21154722065
58,1289,2,1,4,40687.374295893766,0.31,3.0542424857213844e+41,40687.374295893766
49,781,1,1,1,47580.158705186346,0.17,1.9263174983322097e+41,47580.158705186346
44,628,1,1,1,-1638.351505308615,0.31,3.2257918807345073e+41,-1638.351505308615
49,585,1,2,1,110215.31303174797,0.15,4.821247757940394e+41,110215.31303174797
42,624,3,1,3,-62283.3326232835,0.11,1.1487617591562927e+41,-62283.3326232835
42,709,1,1,1,56932.14790562907,0.22,2.627497679384079e+41,56932.14790562907
47,1330,3,1,3,98089.44767838033,0.14,2.1800002338702558e+41,98089.44767838033
42,670,2,1,3,476843.3929205156,0.05,7.082090275434815e+41,476843.3929205156
51,702,1,1,1,91956.59161380156,0.21,7.267154791915555e+41,91956.59161380156
55,729,1,1,1,25793.24786138892,0.04,6.05058612058186e+41,25793.24786138892
63,1380,1,1,1,35618.31572789864,0.29,1.39408531725204e+41,35618.31572789864
60,1309,1,1,1,72938.48047896056,0.08,3.1712847949360566e+41,72938.48047896056
36,756,1,1,1,65685.37178554764,0.15,1.0125984723235284e+42,65685.37178554764
49,779,1,1,1,34442.13202291908,0.01,1.1281950683307332e+41,34442.13202291908
59,757,1,1,1,236843.954614386,0.32,5.8867242497099555e+41,236843.954614386
52,1298,2,1,3,23171.95500425753,0.02,3.826491261974304e+41,23171.95500425753
41,829,1,1,1,379532.8520673519,0.17,3.6685588918886386e+41,379532.8520673519
49,761,1,1,1,73712.11458710919,0.25,6.785455527517781e+41,73712.11458710919
49,1461,1,1,1,-187494.95284275705,0.27,5.59840060738199e+41,-187494.95284275705
61,1168,2,1,3,155743.96896644574,0.02,2.464452017218011e+41,155743.96896644574
37,1418,1,1,1,-9428.578489788284,0.29,1.905552420265597e+42,-9428.578489788284
56,1314,2,1,5,26352.24456236568,0.13,3.575284335503744e+41,26352.24456236568
61,1318,1,1,1,239452.7569013686,0.27,3.1147037535651556e+41,239452.7569013686
52,1470,1,1,1,29132.60076712628,0.09,1.8937610326764076e+41,29132.60076712628
45,829,1,1,1,35469.82465517512,0.11,4.512274055416636e+41,35469.82465517512
37,760,1,1,1,133754.84584078376,0.33,1.1747541610678308e+41,133754.84584078376
38,727,2,3,4,-48560.551585435845,0.32,5.107972906012805e+41,-48560.551585435845
59,1680,1,1,1,11697.229237123373,0.22,1.5430648067056915e+41,11697.229237123373
40,669,1,1,1,103926.96060081756,0.32,3.879573745553109e+41,103926.96060081756
50,921,1,1,1,499011.8767772094,0.18,2.7713838267791e+41,499011.8767772094
45,775,2,3,3,212295.27408888933,0.18,3.2340053282167827e+41,212295.27408888933
40,1359,1,1,1,-170883.91754590443,0.03,1.016077814546609e+42,-170883.91754590443
43,725,3,1,3,-10545.970011528669,0.23,5.065900369182076e+41,-10545.970011528669
46,1718,1,1,1,-70507.77157212506,0.04,2.1266438697661265e+41,-70507.77157212506
37,1630,2,1,5,324994.2240286196,0.32,6.382815241167448e+41,324994.2240286196
47,916,1,1,1,17247.278823700817,0.04,2.5817489897390803e+41,17247.278823700817
45,725,1,1,1,6543.252565342468,0.28,1.0210709335709134e+42,6543.252565342468
45,725,1,1,1,168250.18308139857,0.33,1.3364312790320588e+42,168250.18308139857
62,1475,3,1,3,-367169.7854930461,0.01,8.698870357772099e+40,-367169.7854930461
54,1397,3,1,1,78121.61455104435,0.2,2.60898496023725e+41,78121.61455104435
37,708,1,1,1,89263.13654396005,0.06,7.897727481557786e+41,89263.13654396005
54,1397,3,1,5,-86026.37225256638,0.16,5.088429014249802e+41,-86026.37225256638
42,636,1,3,1,42287.5880016011,0.24,2.5372195559925376e+41,42287.5880016011
47,1293,2,1,3,24823.81036771152,0.32,1.3839319013154697e+42,24823.81036771152
63,1386,1,1,1,-212855.73964453104,0.23,3.911509177344233e+39,-212855.73964453104
49,1301,2,1,3,150999.51047697134,0.14,7.045246053362964e+41,150999.51047697134
63,740,3,1,3,-194709.07665814043,0.32,6.6225796584885735e+41,-194709.07665814043
46,557,3,2,5,154857.1395190809,0.24,1.2006015802052492e+41,154857.1395190809
47,777,1,1,1,-266075.0151789345,0.12,4.987286114837474e+41,-266075.0151789345
54,1533,2,1,5,75176.68527674754,0.27,2.6070207104307973e+41,75176.68527674754
61,740,3,1,3,-100256.83217035422,0.12,5.128347750094932e+40,-100256.83217035422
49,1477,2,1,3,251747.13448001823,0.2,4.017488949668982e+41,251747.13448001823
57,1368,3,1,3,-322526.09514425206,0.08,2.217293925291125e+41,-322526.09514425206
49,1286,2,1,3,191596.8079241164,0.14,3.2544754361308363e+41,191596.8079241164
55,1428,3,1,3,-138803.15515019686,0.14,3.156047928332586e+41,-138803.15515019686
63,1554,1,1,1,72801.9595174857,0.24,3.5220416449078344e+41,72801.9595174857
41,824,1,1,1,-7754.934029423173,0.29,3.888587500291232e+41,-7754.934029423173
47,779,1,1,1,422592.7760606104,0.26,6.152427803620089e+41,422592.7760606104
53,1307,2,1,5,89272.72988589578,0.32,3.440503694746656e+41,89272.72988589578
57,608,1,3,1,-64351.30564276038,0.31,5.834683386642949e+41,-64351.30564276038
43,824,1,1,1,81394.75026570265,0.23,2.613083566501897e+41,81394.75026570265
38,1418,1,1,1,-61316.93258114884,0.23,6.82700750200179e+41,-61316.93258114884
38,1418,2,1,3,-188722.00468423564,0.08,8.052473960726693e+41,-188722.00468423564
39,1418,3,1,3,277874.57174047845,0.04,4.6686724981300205e+41,277874.57174047845
51,1461,1,1,1,-25232.541959009945,0.26,5.493839345429027e+41,-25232.541959009945
54,956,1,3,1,-85579.25323709041,0.22,2.199618529035541e+41,-85579.25323709041
36,873,1,1,1,17507.423088834836,0.02,1.0854865438522063e+42,17507.423088834836
35,818,1,1,1,-27966.03826499413,0.0,9.20462778636665e+41,-27966.03826499413
49,768,1,1,1,589848.2032543404,0.01,3.775552973697077e+41,589848.2032543404
39,722,1,1,1,118818.32983774482,0.32,8.741245024230054e+41,118818.32983774482
46,883,1,4,1,171755.34234651484,0.31,2.7307316732316457e+41,171755.34234651484
46,883,1,4,1,-242412.6205961249,0.3,5.359837758048473e+41,-242412.6205961249
40,790,1,1,1,224737.96434648675,0.24,1.7997754791549757e+42,224737.96434648675
56,799,2,1,3,76932.16289772416,0.27,1.6208477409083148e+42,76932.16289772416
40,723,1,1,1,3335.124676982421,0.05,1.2434660020589522e+41,3335.124676982421
38,767,3,1,3,-327528.493493488,0.22,9.95206376502271e+41,-327528.493493488
58,836,1,1,1,148607.90099745136,0.2,2.0357111580819597e+41,148607.90099745136
53,737,3,2,5,-222576.4642799601,0.07,6.574388954410718e+41,-222576.4642799601
37,738,1,1,1,19749.87160860001,0.19,1.8876621729335947e+42,19749.87160860001
54,738,1,1,1,38460.38844758805,0.2,2.7433010957572076e+41,38460.38844758805
48,976,1,1,1,64318.67862614323,0.06,7.301650878138932e+41,64318.67862614323
41,895,1,1,1,-179476.95934239455,0.19,6.579030704716246e+41,-179476.95934239455
49,777,1,1,1,-192304.0163939298,0.03,8.029107514589368e+41,-192304.0163939298
63,524,1,2,1,35054.64375685722,0.08,1.6484357844749276e+41,35054.64375685722
38,739,1,1,1,49192.58988906063,0.01,5.347365479857335e+41,49192.58988906063
44,819,2,1,3,191028.99670020244,0.13,8.043177494448938e+41,191028.99670020244
36,784,3,1,4,177730.37690351874,0.21,5.268082422783135e+41,177730.37690351874
48,910,3,1,3,-107118.85994975036,0.07,5.086567521755915e+41,-107118.85994975036
58,910,3,1,3,19748.88812889719,0.19,6.501186820713658e+40,19748.88812889719
45,873,1,1,1,49408.61060136936,0.33,9.152385107896795e+41,49408.61060136936
42,976,1,1,1,69849.81029451634,0.06,7.857889127786706e+41,69849.81029451634
42,976,1,1,1,152717.97902361426,0.05,3.400021998369595e+41,152717.97902361426
35,993,1,1,1,212198.3828388909,0.29,3.0250127057155818e+41,212198.3828388909
47,540,3,2,5,-18999.815389984444,0.06,1.8819270018945715e+41,-18999.815389984444
44,616,1,4,1,150683.45906208467,0.11,5.741040511878605e+41,150683.45906208467
42,614,1,2,1,-162599.6984797865,0.27,1.2473126191250462e+42,-162599.6984797865
56,549,3,2,3,-231438.2045614833,0.23,1.682406507901594e+41,-231438.2045614833
50,549,2,2,3,215550.3117104163,0.01,3.425060768545521e+40,215550.3117104163
56,1195,1,3,1,-1997.0857909467004,0.08,5.399107480832114e+41,-1997.0857909467004
56,621,1,1,1,47595.09498235485,0.18,6.326000892780589e+40,47595.09498235485
46,701,1,1,1,171820.13632566208,0.18,5.574273280549907e+40,171820.13632566208
44,820,3,4,5,132958.164196439,0.31,4.959138472922327e+41,132958.164196439
45,820,3,1,5,13757.516630619051,0.04,4.7389555332325734e+41,13757.516630619051
41,773,1,1,1,84338.87861175895,0.15,4.006595895268003e+41,84338.87861175895
42,705,1,1,1,-79130.68399809001,0.13,1.8488121804000006e+42,-79130.68399809001
39,705,1,1,1,-254548.79488906256,0.04,1.1698271981549788e+42,-254548.79488906256
54,891,1,4,1,607828.9965974042,0.27,2.834829429756535e+41,607828.9965974042
57,916,1,1,1,77561.2153986686,0.26,3.457015109739092e+41,77561.2153986686
63,610,1,1,1,200660.8108132224,0.11,1.0038849450220117e+42,200660.8108132224
48,584,1,1,1,-250126.7894145588,0.18,1.3425225572281233e+42,-250126.7894145588
36,629,1,3,1,24782.46905204047,0.15,8.89660229296548e+41,24782.46905204047
40,633,1,3,1,-190301.5458923717,0.17,1.831050370627225e+42,-190301.5458923717
47,1309,1,1,1,50576.682299631415,0.08,3.430259258547494e+41,50576.682299631415
44,1500,2,1,5,-95929.24445711017,0.01,1.3285687323736387e+42,-95929.24445711017
53,1627,2,1,5,157783.50319325418,0.23,1.3688374020662631e+41,157783.50319325418
54,624,1,1,1,29493.82573701298,0.32,3.556187796344148e+41,29493.82573701298
39,691,1,1,1,89402.49977128678,0.23,7.557951429831194e+41,89402.49977128678
45,1278,2,1,3,25259.876256746586,0.31,6.292532617060239e+41,25259.876256746586
57,1419,1,1,1,212132.238871767,0.13,3.3115830464319585e+41,212132.238871767
59,1475,1,1,1,294078.93366279936,0.07,2.4386758399415075e+41,294078.93366279936
55,1397,1,1,1,-138455.51224116032,0.34,4.4377982774126185e+40,-138455.51224116032
46,705,1,1,1,-104204.3835781297,0.18,2.3223785482847756e+41,-104204.3835781297
57,1368,1,1,1,281048.8303296574,0.13,1.083630490114255e+42,281048.8303296574
41,1170,1,1,1,-101911.72692276476,0.34,7.022746061492513e+41,-101911.72692276476
37,662,1,1,1,24956.827884237733,0.08,1.6990291002491442e+42,24956.827884237733
51,1738,3,1,5,87018.85218697037,0.35,7.542113971366844e+41,87018.85218697037
38,941,1,4,1,63101.089008872405,0.1,8.804251494592655e+41,63101.089008872405
50,1720,2,1,5,70681.34100314644,0.02,2.7143004030405292e+41,70681.34100314644
39,703,1,3,1,-192020.5239313095,0.16,2.833633409913002e+41,-192020.5239313095
45,1323,2,2,3,234446.5458213421,0.12,2.0353825808378135e+41,234446.5458213421
46,640,1,3,1,-28641.7787161754,0.12,1.0700910569023384e+42,-28641.7787161754
57,517,3,2,3,-232970.20652672544,0.19,2.7873045831144827e+41,-232970.20652672544
52,601,3,2,5,-84748.20929223984,0.24,1.1231031511006307e+42,-84748.20929223984
37,783,1,1,1,61050.69510389845,0.02,8.23941243748846e+41,61050.69510389845
49,1494,1,1,1,142275.29447405212,0.08,2.75547106523371e+41,142275.29447405212
61,550,3,2,3,-203516.60653448204,0.16,5.480984366411153e+40,-203516.60653448204
62,784,1,1,1,125321.592918696,0.12,3.315676985083782e+41,125321.592918696
53,748,1,1,1,-271191.7072370501,0.27,4.236131030189306e+41,-271191.7072370501
57,550,1,2,1,10242.64486784309,0.26,2.3685643153095732e+41,10242.64486784309
37,703,3,3,4,16221.57362559885,0.06,6.552434159408318e+41,16221.57362559885
57,1386,3,1,2,38137.76152146569,0.21,6.348085100521823e+40,38137.76152146569
52,1317,3,1,5,-143856.118864084,0.17,1.3771758897182903e+42,-143856.118864084
40,628,1,1,1,-7645.759186266581,0.16,1.1374141481881659e+42,-7645.759186266581
58,1376,3,1,4,85439.77349093265,0.11,3.269776631178701e+41,85439.77349093265
45,1486,2,1,3,-32495.91231755903,0.14,1.1274504141012508e+42,-32495.91231755903
51,628,1,1,1,-319956.1979586684,0.15,6.151641847108783e+41,-319956.1979586684
41,624,3,1,3,-60809.47588641468,0.13,9.89951385804158e+41,-60809.47588641468
46,639,2,3,4,-94254.86824873832,0.08,2.7989496893370734e+41,-94254.86824873832
57,916,1,3,1,22168.8812179286,0.17,4.202419173698057e+41,22168.8812179286
49,836,3,3,1,17574.568786531676,0.31,4.202047837109557e+41,17574.568786531676
39,491,3,2,3,-6125.732600062154,0.14,3.243599894769303e+41,-6125.732600062154
57,636,3,3,2,-106776.88477102156,0.09,5.650052957469779e+41,-106776.88477102156
59,626,1,3,1,-169550.78854926513,0.19,3.996686756401335e+41,-169550.78854926513
60,927,3,3,3,28311.40797197633,0.24,4.080570872269924e+41,28311.40797197633
45,625,3,3,5,-203710.45408828187,0.04,3.502384515488005e+41,-203710.45408828187
43,514,1,3,1,-73919.32179502715,0.14,8.085476423665189e+41,-73919.32179502715
52,638,1,2,1,15819.618676199334,0.12,8.036834442308359e+41,15819.618676199334
50,694,2,2,3,77833.90341803512,0.1,1.1379507260357952e+42,77833.90341803512
47,694,3,2,3,228419.1799369604,0.19,6.5246755349530734e+41,228419.1799369604
41,652,3,2,5,-34658.96620577573,0.29,6.173813984007864e+41,-34658.96620577573
63,599,3,2,5,-225761.9497325901,0.08,1.587448541436687e+41,-225761.9497325901
61,819,1,1,1,-88530.43564166411,0.16,1.1433097214509147e+41,-88530.43564166411
